county_name,bush_perc,clinton_perc,state,clinton_win
Laramie,40.7,38.44,WY,FALSE
Lincoln,47.01,25.91,WY,FALSE
Natrona,35.75,36.12,WY,TRUE
Niobrara,49.3,23.14,WY,FALSE
Park,46.87,24.89,WY,FALSE
Platte,41.47,34.76,WY,FALSE
Sheridan,37.49,36.06,WY,FALSE
Sublette,46.13,21.17,WY,FALSE
Sweetwater,30.3,43.44,WY,TRUE
Teton,34.33,37.53,WY,TRUE
Uinta,39.78,30.15,WY,FALSE
Washakie,43.86,28.51,WY,FALSE
Weston,48.49,24.06,WY,FALSE
Arkansas,32.51,59.01,AR,TRUE
Ashley,28.08,61.42,AR,TRUE
Baxter,35.85,44.44,AR,TRUE
Benton,48.81,36.45,AR,FALSE
Boone,42.21,42.45,AR,TRUE
Bradley,30.64,61.07,AR,TRUE
Calhoun,38.75,51.41,AR,TRUE
Carroll,39.91,42.55,AR,TRUE
Chicot,24.36,68.72,AR,TRUE
Clark,26.93,64.64,AR,TRUE
Clay,23.26,68.47,AR,TRUE
Cleburne,35.87,51,AR,TRUE
Cleveland,33.36,56.04,AR,TRUE
Columbia,37.7,48.35,AR,TRUE
Conway,32.06,57.75,AR,TRUE
Craighead,35.57,54.43,AR,TRUE
Crawford,42.57,41.18,AR,FALSE
Crittenden,34.55,56.6,AR,TRUE
Cross,32.97,58.09,AR,TRUE
Dallas,37.15,53.68,AR,TRUE
Desha,22.75,67.87,AR,TRUE
Drew,30.77,59.51,AR,TRUE
Faulkner,37.64,51.56,AR,TRUE
Franklin,37.04,47.76,AR,TRUE
Fulton,26.56,59.69,AR,TRUE
Garland,35.8,52.26,AR,TRUE
Grant,36.66,51.47,AR,TRUE
Greene,28.49,61.2,AR,TRUE
Hempstead,26.75,61.38,AR,TRUE
Hot Spring,28.6,59.42,AR,TRUE
Howard,34.73,55.56,AR,TRUE
Independence,32.96,55.16,AR,TRUE
Izard,27.42,61.18,AR,TRUE
Jackson,24.77,65.71,AR,TRUE
Jefferson,23.74,68.85,AR,TRUE
Johnson,33.82,52.14,AR,TRUE
Lafayette,29.86,57.12,AR,TRUE
Lawrence,30.65,59.84,AR,TRUE
Lee,25.52,67.82,AR,TRUE
Lincoln,26.27,64.53,AR,TRUE
Little River,25.94,58.18,AR,TRUE
Logan,39.23,45.99,AR,TRUE
Lonoke,39.52,50.32,AR,TRUE
Madison,42.41,45.76,AR,TRUE
Marion,32.39,44.15,AR,TRUE
Miller,36.06,48.21,AR,TRUE
Mississippi,29.43,62.94,AR,TRUE
Monroe,30.99,60.35,AR,TRUE
Montgomery,32.46,51.29,AR,TRUE
Nevada,30.83,56.79,AR,TRUE
Newton,41.75,42.59,AR,TRUE
Ouachita,29.89,59.69,AR,TRUE
Perry,33.16,54.39,AR,TRUE
Phillips,27.4,65.63,AR,TRUE
Pike,37.26,51.23,AR,TRUE
Poinsett,28.29,62.31,AR,TRUE
Polk,38.2,43.81,AR,TRUE
Pope,45.1,43.13,AR,FALSE
Prairie,29.17,59.81,AR,TRUE
Pulaski,34.89,58.03,AR,TRUE
Randolph,27.97,62.1,AR,TRUE
St. Francis,30.93,61.57,AR,TRUE
Saline,39.38,49.38,AR,TRUE
Scott,37.15,48.84,AR,TRUE
Searcy,44.48,42.14,AR,FALSE
Sebastian,42.4,41.78,AR,FALSE
Sevier,31.77,51.05,AR,TRUE
Sharp,34.55,52.27,AR,TRUE
Stone,33.18,52.03,AR,TRUE
Union,39.32,47.29,AR,TRUE
Van Buren,35.48,51.88,AR,TRUE
Washington,42.38,46.01,AR,TRUE
White,39.6,48.67,AR,TRUE
Woodruff,19.34,74.08,AR,TRUE
Yell,32.79,54.49,AR,TRUE
Appling,41.71,40.73,GA,FALSE
Atkinson,35.65,48.33,GA,TRUE
Bacon,39.01,42.67,GA,TRUE
Baker,26.63,58.86,GA,TRUE
Baldwin,36.16,49.31,GA,TRUE
Banks,42.25,41.68,GA,FALSE
Barrow,43.36,39.98,GA,FALSE
Bartow,45.57,39.29,GA,FALSE
Ben Hill,33.06,52.6,GA,TRUE
Berrien,36.03,46.29,GA,TRUE
Bibb,36.72,51.93,GA,TRUE
Bleckley,39.69,43.23,GA,TRUE
Brantley,36.06,44.06,GA,TRUE
Brooks,41.23,43.92,GA,TRUE
Bryan,47.05,34.26,GA,FALSE
Bulloch,45,38.78,GA,FALSE
Burke,34.84,53.17,GA,TRUE
Butts,36.45,50.46,GA,TRUE
Calhoun,22.99,64.47,GA,TRUE
Camden,46.45,38.99,GA,FALSE
Candler,36.81,43.27,GA,TRUE
Carroll,47.6,37.21,GA,FALSE
Catoosa,51.59,32.7,GA,FALSE
Charlton,46.09,38.97,GA,FALSE
Chatham,44.3,43.75,GA,FALSE
Chattahoochee,34.47,50.42,GA,TRUE
Chattooga,38.09,46.47,GA,TRUE
Cherokee,54.95,27.77,GA,FALSE
Clarke,36.07,53.12,GA,TRUE
Clay,22.06,65,GA,TRUE
Clayton,41.33,44.65,GA,TRUE
Clinch,43,41.32,GA,FALSE
Cobb,52.62,32.45,GA,FALSE
Coffee,45.31,39.27,GA,FALSE
Colquitt,45.54,37.86,GA,FALSE
Columbia,59.07,25.23,GA,FALSE
Cook,36.56,48.02,GA,TRUE
Coweta,47.75,34.51,GA,FALSE
Crawford,30.6,51.78,GA,TRUE
Crisp,39.46,45.72,GA,TRUE
Dade,45.61,37.09,GA,FALSE
Dawson,43.58,35.95,GA,FALSE
Decatur,42.35,43.11,GA,TRUE
DeKalb,32.62,57.82,GA,TRUE
Dodge,36.43,47.82,GA,TRUE
Dooly,30.53,58.84,GA,TRUE
Dougherty,40.27,49.26,GA,TRUE
Douglas,50.08,33.27,GA,FALSE
Early,35.17,47.55,GA,TRUE
Echols,39.63,34.25,GA,FALSE
Effingham,47.9,33.78,GA,FALSE
Elbert,38.46,49.05,GA,TRUE
Emanuel,41.43,45.93,GA,TRUE
Evans,42.03,41.55,GA,FALSE
Fannin,45.24,40.33,GA,FALSE
Fayette,55.47,26.6,GA,FALSE
Floyd,44.43,41.69,GA,FALSE
Forsyth,50.64,28.89,GA,FALSE
Franklin,40.37,42.29,GA,TRUE
Fulton,33.2,57.29,GA,TRUE
Gilmer,45.19,39.25,GA,FALSE
Glascock,50.94,31.19,GA,FALSE
Glynn,49.02,37.42,GA,FALSE
Gordon,46.95,36.59,GA,FALSE
Grady,39.28,41.77,GA,TRUE
Greene,32.21,55.67,GA,TRUE
Gwinnett,54.34,29.39,GA,FALSE
Habersham,50.02,33.92,GA,FALSE
Hall,49.67,34.58,GA,FALSE
Hancock,16.03,77.95,GA,TRUE
Haralson,41.23,43.05,GA,TRUE
Harris,47.64,38.49,GA,FALSE
Hart,34.26,47.5,GA,TRUE
Heard,36.36,44.49,GA,TRUE
Henry,52.03,32.19,GA,FALSE
Houston,43.11,37.47,GA,FALSE
Irwin,34.5,48.44,GA,TRUE
Jackson,43.38,41.37,GA,FALSE
Jasper,38.14,49.12,GA,TRUE
Jeff Davis,39.32,41.01,GA,TRUE
Jefferson,34.68,53.77,GA,TRUE
Jenkins,34.05,51.36,GA,TRUE
Johnson,39.88,44.7,GA,TRUE
Jones,38.05,45.86,GA,TRUE
Lamar,38.71,46.83,GA,TRUE
Lanier,35.03,47.34,GA,TRUE
Laurens,43.72,43.99,GA,TRUE
Lee,51.81,30.65,GA,FALSE
Liberty,35.87,48.8,GA,TRUE
Lincoln,38.84,44.86,GA,TRUE
Long,36.74,44.66,GA,TRUE
Lowndes,46.3,40.64,GA,FALSE
Lumpkin,39.16,39.91,GA,TRUE
McDuffie,45.69,40.82,GA,FALSE
McIntosh,29.2,54.73,GA,TRUE
Macon,24.8,65.45,GA,TRUE
Madison,48.61,34.72,GA,FALSE
Marion,34.58,55.69,GA,TRUE
Meriwether,32.3,54.67,GA,TRUE
Miller,37.26,42.13,GA,TRUE
Mitchell,33.08,52.67,GA,TRUE
Monroe,39.28,44.97,GA,TRUE
Montgomery,38.56,45.28,GA,TRUE
Morgan,40.34,46.17,GA,TRUE
Murray,45.13,38.31,GA,FALSE
Muscogee,41.7,49.68,GA,TRUE
Newton,42.49,42.54,GA,TRUE
Oconee,51.08,33.99,GA,FALSE
Oglethorpe,42.94,40.26,GA,FALSE
Paulding,47.59,34.54,GA,FALSE
Peach,33.37,52.73,GA,TRUE
Pickens,40.57,41.04,GA,TRUE
Pierce,42.46,41.41,GA,FALSE
Pike,44.4,40.23,GA,FALSE
Polk,38.98,45.67,GA,TRUE
Pulaski,31.15,50.88,GA,TRUE
Putnam,37.41,45.78,GA,TRUE
Quitman,30.8,56.72,GA,TRUE
Rabun,41.15,40.63,GA,FALSE
Randolph,29.98,59.34,GA,TRUE
Richmond,40.7,48.57,GA,TRUE
Rockdale,52.64,30.86,GA,FALSE
Schley,39.43,46.37,GA,TRUE
Screven,39.05,44.43,GA,TRUE
Seminole,33.74,47.36,GA,TRUE
Spalding,46.15,40.63,GA,FALSE
Stephens,47.65,35.04,GA,FALSE
Stewart,40.77,52.94,GA,TRUE
Sumter,39.44,48.96,GA,TRUE
Talbot,25.02,65.92,GA,TRUE
Taliaferro,24.32,68.26,GA,TRUE
Tattnall,43.18,39.72,GA,FALSE
Taylor,37.53,52.51,GA,TRUE
Telfair,31.58,53.39,GA,TRUE
Terrell,32.9,55.9,GA,TRUE
Thomas,46.03,40.52,GA,FALSE
Tift,46.87,41.07,GA,FALSE
Toombs,48.18,35.35,GA,FALSE
Towns,45.19,40.15,GA,FALSE
Treutlen,38.31,47.61,GA,TRUE
Troup,47.64,37.63,GA,FALSE
Turner,30.95,55.19,GA,TRUE
Twiggs,25.15,61.82,GA,TRUE
Union,44.78,40.74,GA,FALSE
Upson,45.03,41.55,GA,FALSE
Walker,48.54,35.55,GA,FALSE
Walton,45.35,38.91,GA,FALSE
Ware,43.87,43.87,GA,FALSE
Warren,34.53,56.97,GA,TRUE
Washington,35.45,52.16,GA,TRUE
Wayne,44.77,40.41,GA,FALSE
Webster,22.83,65.86,GA,TRUE
Wheeler,35.37,51.8,GA,TRUE
White,47.37,33.58,GA,FALSE
Whitfield,53.97,32.98,GA,FALSE
Wilcox,33.64,50.13,GA,TRUE
Wilkes,38.74,49.34,GA,TRUE
Wilkinson,30.26,56.14,GA,TRUE
Worth,40.16,44.17,GA,TRUE
Adair,40.84,39.46,IA,FALSE
Adams,33.24,39.83,IA,TRUE
Allamakee,39.33,35.36,IA,FALSE
Appanoose,36.81,44.09,IA,TRUE
Audubon,35.45,41.03,IA,TRUE
Benton,33.23,42.79,IA,TRUE
Black Hawk,34.77,48.06,IA,TRUE
Boone,33.95,48.39,IA,TRUE
Bremer,38.26,40.75,IA,TRUE
Buchanan,34.32,43.15,IA,TRUE
Buena Vista,41.73,36.45,IA,FALSE
Butler,44.96,35.7,IA,FALSE
Calhoun,41.13,40.58,IA,FALSE
Carroll,36.3,40.11,IA,TRUE
Cass,45,31.61,IA,FALSE
Cedar,35.98,40,IA,TRUE
Cerro Gordo,33.96,46.99,IA,TRUE
Cherokee,40.16,37.57,IA,FALSE
Chickasaw,32.06,43.87,IA,TRUE
Clarke,33.26,45.09,IA,TRUE
Clay,35.93,39.93,IA,TRUE
Clayton,33.12,40.72,IA,TRUE
Clinton,35.04,46.81,IA,TRUE
Crawford,35.1,39.16,IA,TRUE
Dallas,37.6,44.1,IA,TRUE
Davis,33.26,48.55,IA,TRUE
Decatur,33.02,46.81,IA,TRUE
Delaware,37.62,36.42,IA,FALSE
Des Moines,30.1,53.37,IA,TRUE
Dickinson,38.48,37.4,IA,FALSE
Dubuque,32.6,47.8,IA,TRUE
Emmet,34.76,44.5,IA,TRUE
Fayette,35.71,40.62,IA,TRUE
Floyd,31.02,47.59,IA,TRUE
Franklin,40.58,38.91,IA,FALSE
Fremont,37.31,36.36,IA,FALSE
Greene,36.47,45.25,IA,TRUE
Grundy,51.33,30.78,IA,FALSE
Guthrie,35.98,40.97,IA,TRUE
Hamilton,39.46,42.47,IA,TRUE
Hancock,41.82,37.46,IA,FALSE
Hardin,39.98,42.23,IA,TRUE
Harrison,40.23,34.2,IA,FALSE
Henry,39.81,41.08,IA,TRUE
Howard,31.18,43.17,IA,TRUE
Humboldt,44.34,34.04,IA,FALSE
Ida,40.43,34.18,IA,FALSE
Iowa,38.13,36.76,IA,FALSE
Jackson,28.73,47.52,IA,TRUE
Jasper,38.12,45.08,IA,TRUE
Jefferson,30.46,30.72,IA,TRUE
Johnson,27.12,55.35,IA,TRUE
Jones,34.51,39.42,IA,TRUE
Keokuk,35.52,41.76,IA,TRUE
Kossuth,38.24,40.4,IA,TRUE
Lee,27.85,54.61,IA,TRUE
Linn,33.99,43.39,IA,TRUE
Louisa,34.91,43.17,IA,TRUE
Lucas,37.1,44.33,IA,TRUE
Lyon,57.14,23.24,IA,FALSE
Madison,39.37,41.06,IA,TRUE
Mahaska,48.34,36.24,IA,FALSE
Marion,44.79,40.87,IA,FALSE
Marshall,37.09,45.4,IA,TRUE
Mills,43.77,29.16,IA,FALSE
Mitchell,36.15,40.71,IA,TRUE
Monona,34.23,39.99,IA,TRUE
Monroe,34.98,48.36,IA,TRUE
Montgomery,44.78,29.78,IA,FALSE
Muscatine,36.09,42.04,IA,TRUE
O'Brien,51.06,28,IA,FALSE
Osceola,48.78,27.5,IA,FALSE
Page,50.21,26.69,IA,FALSE
Palo Alto,33.26,44.13,IA,TRUE
Plymouth,49.56,30.25,IA,FALSE
Pocahontas,37.33,41.1,IA,TRUE
Polk,38.09,46.98,IA,TRUE
Pottawattamie,42.22,35.64,IA,FALSE
Poweshiek,35.87,44.83,IA,TRUE
Ringgold,33.71,46.74,IA,TRUE
Sac,41,36.36,IA,FALSE
Scott,38.63,45.22,IA,TRUE
Shelby,42.92,32,IA,FALSE
Sioux,72.21,15.11,IA,FALSE
Story,34.98,47.14,IA,TRUE
Tama,35.39,42.89,IA,TRUE
Taylor,33.79,40.27,IA,TRUE
Union,36.45,42.04,IA,TRUE
Van Buren,38.22,39.46,IA,TRUE
Wapello,33.97,48.1,IA,TRUE
Warren,37.8,44.95,IA,TRUE
Washington,39.65,37.52,IA,FALSE
Wayne,36.24,45.54,IA,TRUE
Webster,36.95,45.25,IA,TRUE
Winnebago,39.6,38.2,IA,FALSE
Winneshiek,34.61,39.39,IA,TRUE
Woodbury,42.34,40.59,IA,FALSE
Worth,31.07,45.17,IA,TRUE
Wright,40.63,41.65,IA,TRUE
Adair,58.22,31.82,KY,FALSE
Allen,47.53,41.6,KY,FALSE
Anderson,42.2,38.49,KY,FALSE
Ballard,28.56,58.45,KY,TRUE
Barren,42.14,43.84,KY,TRUE
Bath,29.95,53.02,KY,TRUE
Bell,38.89,49.63,KY,TRUE
Boone,52.2,27.63,KY,FALSE
Bourbon,39.12,41.84,KY,TRUE
Boyd,34.93,49.63,KY,TRUE
Boyle,43.32,41.97,KY,FALSE
Bracken,39.63,42.94,KY,TRUE
Breathitt,24.42,65.52,KY,TRUE
Breckinridge,41.94,44.39,KY,TRUE
Bullitt,40.83,41.28,KY,TRUE
Butler,56.78,30.55,KY,FALSE
Caldwell,34.79,53.09,KY,TRUE
Calloway,36.53,48.52,KY,TRUE
Campbell,49.88,32.5,KY,FALSE
Carlisle,34.2,53.5,KY,TRUE
Carroll,27.92,56.57,KY,TRUE
Carter,38.61,49.35,KY,TRUE
Casey,62.56,26.57,KY,FALSE
Christian,47.5,41.19,KY,FALSE
Clark,40.16,42.48,KY,TRUE
Clay,64,27.13,KY,FALSE
Clinton,63.8,27.98,KY,FALSE
Crittenden,41.26,45.55,KY,TRUE
Cumberland,60.96,29.96,KY,FALSE
Daviess,40.45,44.93,KY,TRUE
Edmonson,54.22,36.05,KY,FALSE
Elliott,17.58,71.13,KY,TRUE
Estill,48.68,36.46,KY,FALSE
Fayette,43.87,40.1,KY,FALSE
Fleming,39.82,43.95,KY,TRUE
Floyd,18.96,71.5,KY,TRUE
Franklin,36.09,47.05,KY,TRUE
Fulton,33.49,56.59,KY,TRUE
Gallatin,30.01,50.28,KY,TRUE
Garrard,49.18,36.06,KY,FALSE
Grant,39.44,38.87,KY,FALSE
Graves,34.62,52.15,KY,TRUE
Grayson,53.29,34.2,KY,FALSE
Green,54.33,35.3,KY,FALSE
Greenup,34.52,50.05,KY,TRUE
Hancock,34.98,47.55,KY,TRUE
Hardin,47.38,36.28,KY,FALSE
Harlan,32.61,55.59,KY,TRUE
Harrison,34.71,45.16,KY,TRUE
Hart,40.99,48.69,KY,TRUE
Henderson,31.78,51.28,KY,TRUE
Henry,31.42,54.38,KY,TRUE
Hickman,35.04,52.75,KY,TRUE
Hopkins,34.41,50.66,KY,TRUE
Jackson,74.96,17.12,KY,FALSE
Jefferson,37.62,49.3,KY,TRUE
Jessamine,52.47,30.5,KY,FALSE
Johnson,42.84,43.49,KY,TRUE
Kenton,51.31,30.76,KY,FALSE
Knott,16.96,75.05,KY,TRUE
Knox,51,38.54,KY,FALSE
Larue,43.69,44.42,KY,TRUE
Laurel,57.03,30.3,KY,FALSE
Lawrence,41.21,47.46,KY,TRUE
Lee,51.2,37.05,KY,FALSE
Leslie,58.33,32.23,KY,FALSE
Letcher,29.84,57.65,KY,TRUE
Lewis,50.84,34.93,KY,FALSE
Lincoln,44.13,42.58,KY,FALSE
Livingston,31.05,55.33,KY,TRUE
Logan,41.93,45.93,KY,TRUE
Lyon,30.34,58.56,KY,TRUE
Madison,43.94,40.35,KY,FALSE
Magoffin,34.88,57.1,KY,TRUE
Marion,33.06,53.81,KY,TRUE
Marshall,34.26,51.58,KY,TRUE
Martin,47.89,41.88,KY,FALSE
Mason,40.34,44.07,KY,TRUE
McCracken,39.25,49.13,KY,TRUE
McCreary,57.78,31.14,KY,FALSE
McLean,32.82,53.84,KY,TRUE
Meade,35.86,45.99,KY,TRUE
Menifee,25.97,61.12,KY,TRUE
Mercer,41.96,39.33,KY,FALSE
Metcalfe,44.14,44.66,KY,TRUE
Monroe,65.07,26.11,KY,FALSE
Montgomery,34.03,48.43,KY,TRUE
Morgan,28.09,60.19,KY,TRUE
Muhlenberg,27.08,60.25,KY,TRUE
Nelson,38.51,46.58,KY,TRUE
Nicholas,32.05,48.08,KY,TRUE
Ohio,38.18,45.37,KY,TRUE
Oldham,49.66,32.8,KY,FALSE
Owen,31.05,51.27,KY,TRUE
Owsley,61.36,28.95,KY,FALSE
Pendleton,38.77,37.27,KY,FALSE
Perry,34.11,54.69,KY,TRUE
Pike,29.24,61.81,KY,TRUE
Powell,35.89,46.08,KY,TRUE
Pulaski,58.84,28.15,KY,FALSE
Robertson,34.81,46.46,KY,TRUE
Rockcastle,67.12,23.36,KY,FALSE
Rowan,33.94,48.91,KY,TRUE
Russell,63.71,26.77,KY,FALSE
Scott,41.09,39.24,KY,FALSE
Shelby,43.56,42.11,KY,FALSE
Simpson,39.04,48.53,KY,TRUE
Spencer,41.21,43.67,KY,TRUE
Taylor,48.42,39.44,KY,FALSE
Todd,40.24,44.22,KY,TRUE
Trigg,37.49,50.22,KY,TRUE
Trimble,29.99,53.71,KY,TRUE
Union,27.97,57.94,KY,TRUE
Warren,49.33,38.56,KY,FALSE
Washington,44.69,42.77,KY,FALSE
Wayne,52.44,38.67,KY,FALSE
Webster,24.85,59.66,KY,TRUE
Whitley,49.3,37.81,KY,FALSE
Wolfe,25.97,62.37,KY,TRUE
Woodford,45.75,36.23,KY,FALSE
Acadia,36.7,49.97,LA,TRUE
Allen,30.64,56.16,LA,TRUE
Ascension,37.03,46.98,LA,TRUE
Assumption,28.01,53.95,LA,TRUE
Avoyelles,29.31,52.55,LA,TRUE
Beauregard,40.79,40.13,LA,FALSE
Bienville,32.45,52.46,LA,TRUE
Bossier,47.64,34.49,LA,FALSE
Caddo,41.55,46.49,LA,TRUE
Calcasieu,35.57,48.05,LA,TRUE
Caldwell,37.4,44,LA,TRUE
Cameron,30.64,45.76,LA,TRUE
Catahoula,36.12,46.97,LA,TRUE
Claiborne,37.15,46.64,LA,TRUE
Concordia,35.23,46.82,LA,TRUE
De Soto,33.06,51.46,LA,TRUE
East Baton Rouge,48.64,41.17,LA,FALSE
East Carroll,33.84,54.37,LA,TRUE
East Feliciana,35.63,51.84,LA,TRUE
Evangeline,31.43,52.3,LA,TRUE
Franklin,40.29,42.75,LA,TRUE
Grant,40.8,39.63,LA,FALSE
Iberia,38.99,42.71,LA,TRUE
Iberville,33.42,52.7,LA,TRUE
Jackson,40.6,44.54,LA,TRUE
Jefferson,53.73,34.38,LA,FALSE
Jefferson Davis,32.61,50.74,LA,TRUE
Lafayette,45.16,39.83,LA,FALSE
Lafourche,35.75,45.4,LA,TRUE
LaSalle,46.05,35.85,LA,FALSE
Lincoln,43.6,43.51,LA,FALSE
Livingston,47.13,36.6,LA,FALSE
Madison,33.33,54.31,LA,TRUE
Morehouse,39.84,44.66,LA,TRUE
Natchitoches,38.53,47.19,LA,TRUE
Orleans,26.36,67.53,LA,TRUE
Ouachita,48.85,36.87,LA,FALSE
Plaquemines,44.58,39.68,LA,FALSE
Pointe Coupee,31.47,57.52,LA,TRUE
Rapides,43.91,40.23,LA,FALSE
Red River,35.24,50.43,LA,TRUE
Richland,42.77,41.63,LA,FALSE
Sabine,38.36,44.64,LA,TRUE
Saint Bernard,48.97,37.36,LA,FALSE
Saint Charles,43.87,42.2,LA,FALSE
Saint Helena,26.97,60.8,LA,TRUE
Saint James,29.85,59.08,LA,TRUE
Saint John the Baptist,37.7,50.29,LA,TRUE
Saint Landry,32.27,55.37,LA,TRUE
Saint Martin,28.93,55.09,LA,TRUE
Saint Mary,37.51,45.43,LA,TRUE
Saint Tammany,56.54,29.49,LA,FALSE
Tangipahoa,41.26,44.37,LA,TRUE
Tensas,35.3,51.01,LA,TRUE
Terrebonne,42.3,38.44,LA,FALSE
Union,44.04,39.78,LA,FALSE
Vermilion,30.12,52.57,LA,TRUE
Vernon,40.04,40.66,LA,TRUE
Washington,38.54,48.5,LA,TRUE
Webster,36.36,45.88,LA,TRUE
West Baton Rouge,35.3,51.43,LA,TRUE
West Carroll,40.66,40.39,LA,FALSE
West Feliciana,34.32,53.22,LA,TRUE
Winn,38.84,46.85,LA,TRUE
Androscoggin,25.7,40.34,ME,TRUE
Aroostook,32.16,40.64,ME,TRUE
Cumberland,32.33,42.95,ME,TRUE
Franklin,27.89,40.79,ME,TRUE
Hancock,30.05,35.15,ME,TRUE
Kennebec,26.81,39.31,ME,TRUE
Knox,31.03,37.52,ME,TRUE
Lincoln,33.65,35.27,ME,TRUE
Oxford,27.91,38.16,ME,TRUE
Penobscot,30.11,36.65,ME,TRUE
Piscataquis,29.61,33.13,ME,TRUE
Sagadahoc,31.96,36.88,ME,TRUE
Somerset,25.66,35.1,ME,TRUE
Waldo,28.29,34.93,ME,TRUE
Washington,30.92,35.37,ME,TRUE
York,34.09,37.55,ME,TRUE
Allegany,45.31,37.59,MD,FALSE
Anne Arundel,43.89,36.97,MD,FALSE
Baltimore County,39.21,44.4,MD,TRUE
Baltimore City,16.62,75.79,MD,TRUE
Calvert,43.12,37.07,MD,FALSE
Caroline,45.58,33.36,MD,FALSE
Carroll,51.71,28.12,MD,FALSE
Cecil,39.47,37.45,MD,FALSE
Charles,44.97,37.7,MD,FALSE
Dorchester,45.03,35.89,MD,FALSE
Frederick,48.37,33.77,MD,FALSE
Garrett,54.01,26.99,MD,FALSE
Harford,45.05,33.67,MD,FALSE
Howard,38.67,44.85,MD,TRUE
Kent,40.56,40.55,MD,FALSE
Montgomery,33.01,55.09,MD,TRUE
Prince George's,24.51,65.67,MD,TRUE
Queen Anne's,47.05,32.16,MD,FALSE
Somerset,43.47,40.45,MD,FALSE
St. Mary's,45.78,35.6,MD,FALSE
Talbot,49.42,33.86,MD,FALSE
Washington,47.56,35.7,MD,FALSE
Wicomico,44.79,37.93,MD,FALSE
Worcester,43.7,36.48,MD,FALSE
Alcona,38.88,41.24,MI,TRUE
Alger,32.19,46.91,MI,TRUE
Allegan,46.72,31.4,MI,FALSE
Alpena,32.37,45.75,MI,TRUE
Antrim,39.88,34.34,MI,FALSE
Arenac,32.33,45.02,MI,TRUE
Baraga,31.96,46.69,MI,TRUE
Barry,38.57,35.17,MI,FALSE
Bay,30.14,48.74,MI,TRUE
Benzie,35.58,39.62,MI,TRUE
Berrien,42.02,37.12,MI,FALSE
Branch,36.02,35.26,MI,FALSE
Calhoun,33.71,43.51,MI,TRUE
Cass,36.44,39.67,MI,TRUE
Charlevoix,34.85,35.25,MI,TRUE
Cheboygan,35.57,41.04,MI,TRUE
Chippewa,40.02,39.82,MI,FALSE
Clare,32.2,43.95,MI,TRUE
Clinton,40.27,33.34,MI,FALSE
Crawford,37.01,38.01,MI,TRUE
Delta,33.55,46.69,MI,TRUE
Dickinson,32.79,43.66,MI,TRUE
Eaton,38.99,34.99,MI,FALSE
Emmet,40.15,32.08,MI,FALSE
Genesee,23.92,52.58,MI,TRUE
Gladwin,33.56,41.36,MI,TRUE
Gogebic,30.76,51.95,MI,TRUE
Grand Traverse,39.55,32.35,MI,FALSE
Gratiot,39.55,35.76,MI,FALSE
Hillsdale,42.36,29.31,MI,FALSE
Houghton,36.74,43.22,MI,TRUE
Huron,39.03,36.21,MI,FALSE
Ingham,32.83,46.04,MI,TRUE
Ionia,38.35,35.14,MI,FALSE
